"sku","title","description","primary_image","retail_price","tags","characteristics","nutrition"
"044919","Italian Style Meatballs","Trader Joe's Italian Style Meatballs are tender, moist, medium-sized meatballs made the Italian way-with 
high-quality ground beef & plenty of breadcrumbs. They come flame broiled and fully cooked, ready for you 
to heat in a microwave or in a conventional oven (see package for instructions). 

There's no sauce on these great-tasting Meatballs, you're free to do as you please.  You could slice them to use 
on a submarine sandwich with melted provolone, a thick red sauce and a sprinkle of oregano.  You could glaze 
them in TJ's Organic Sriracha & Roasted Garlic BBQ Sauce [sku 53799], TJ's Masala Simmer Sauce [sku 09318], 
or even a blend of TJ's Sweet Chili Sauce [sku 91113]  and TJ's Organic Reduced Sugar Raspberry Preserves [sku 
95226]. Or, go the traditional route and simply heat as many as you like and add them to cooked spaghetti... 
Add a simple green side-salad and some bread to that meal, and it's an automatic, quick & easy, ""everybody 
loves it"" supper! 

We're selling each one-pound bag of TJ's Italian Style Meatballs for $3.99,* every day.

 *Please check QIL to confirm current pricing.

Italian Style Meatballs","https://www.traderjoes.com/content/dam/trjo/products/m20602/44919.png","4.99","[""Family Style""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 meatballs (71g)"",""calories_per_serving"":""240 ""}]"
"070711","Tofu Scramble with Soy Chorizo","Soy is one protean protein. We all know how suitable a substitute for meat it makes, but as this crafty vegan 
creation ably demonstrates, there's another animal product that it can recreate even more faithfully: scrambled 
eggs. Indeed, Trader Joe's Tofu Scramble with Soy Chorizo combines perfectly seasoned scrambled tofu with 
smoky, spicy, soy-based chorizo, as well as a healthy portion of chopped peppers, onions, and vegan, Cheddar-
style shreds. The result is one spectacularly savory, protein-packed breakfast bowl that's sure to satisfy those on 
a plant-based diet, meat-eaters, and everyone in between.

Excellent as a full-flavored breakfast, easy office lunch, or even a last-minute dinner option, this totally vegan, 
totally gluten free Tofu Scramble cooks quickly in the microwave and serves especially well when topped with 
your favorite salsa, hot sauce, or a few slices of fresh avocado. Each bowl also contains an impressive 25 grams 
of totally plant-based protein, making it an especially smart choice for starting your day on the right foot. 

 *Please check QIL to confirm current pricing.

Tofu Scramble with Soy Chorizo","https://www.traderjoes.com/content/dam/trjo/products/m20602/70711.png","3.99","[""Make It Meatless"",""Rise & Shine"",""Time-pressed""]","[""Gluten Free"",""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 container (284g)"",""calories_per_serving"":""370 ""}]"
"090987","Sublime Ice Cream Sandwiches","Nothing subliminal about it; these ice cream sandwiches more than live up to their name. Trader Joe's Sublime 
Ice Cream Sandwiches came to fruition some years back, when we had an ice cream epiphany and realized we 
could do better-way better-than most of the ice cream sandwiches we found in freezers around the country. 
Not to insinuate that it was easy. Not at all. It took months and months of tasting and re-tasting by our panel. 
(Yes, it's a messy job, but someone had to do it!) When the chocolate chip cookies finally reached the proper 
crunchy-chewy ratio (which changed, by the way, depending on how long they'd been frozen), we moved on to 
the ice cream; it had to be truly transcendent. After a few go-rounds, we landed on the ideal balance of cookie 
and ice cream. Then, of course, we had to make them even better, so we rolled the sides in mini, semi-sweet 
chocolate chips. In case you were curious, this is the kind of task we can always be counted on to undertake 
with vigilance.

Not only do these Ice Cream Sandwiches taste Sublime, they're sublimely priced at $4.49 for a package of four 
(20 ounces). A little hint to maximize enjoyment¿ remove them from the freezer a few minutes before you eat 
them-this will ensure the texture is just perfect! You'll find them - where else? - in our freezers.","https://www.traderjoes.com/content/dam/trjo/products/m20604/90987.png","4.99","[""Game Night"",""Heat Wave""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 sandwich (110g)"",""calories_per_serving"":""370 ""}]"
"066563","Mandarin Orange Chicken","Way back in 2004, we introduced Mandarin Orange Chicken to our freezers. In fact, we were so enthusiastic 
about its introduction that we printed it in a Fearless Flyer before it was technically ready for prime time. Yeah. 
We did that. And on the front page. But the bags weren't printed, you see, so there was no way to get it into the 
store in time to meet expectations. But then, where there is a will, there is a way. It wasn't pretty (literally or 
figuratively), but we got it done-clear plastic bags with labels until the real packaging was printed. Even in an 
ugly package, this product hit the big time the minute it arrived, and hasn't slowed a bit since. 

The secret to Trader Joe's Mandarin Orange Chicken's success is in its simplicity, really.  Tender chunks of 
juicy chicken in a crispy breading with a sweet and spicy orange sauce¿ what's not to love? And here's our 
favorite way to prepare it: bake the chicken in a 400º oven; when the chicken is cooked through, add the sauce 
to a skillet or wok; once the sauce is hot, add the chicken and toss together until the sauce adheres to the chicken 
and caramelizes a bit. You can also microwave the sauce and toss it with the chicken, but we think the little bit 
of extra effort pays off handsomely. Serve with rice and veggies for a complete meal that doesn't take much time 
to prepare, and delivers big flavors at a small price.

We're selling each 22-ounce package of Mandarin Orange Chicken for $4.99, every day. You'll find it in our 
freezers.","https://www.traderjoes.com/content/dam/trjo/products/m20602/66563.png","4.99","[""Family Style"",""Yes!""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 cup (140g)"",""calories_per_serving"":""320""}]"
"003655","Joe's Diner Mac 'n Cheese","Joe's Diner Four Cheese Mac & Cheese really does taste like you made it yourself - some have said even better.  
It starts with carefully cooked elbow macaroni. The semolina, smile-shaped pasta is bathed in an ooey-gooey-
and-oh-so-creamy sauce that showcases a generous amount of four shredded cheeses - Cheddar, Havarti, 
Gouda, and Swiss. Smoothed with milk and butter, the cheeses melt to blanket the elbows beautifully - though, 
a quick stir can seriously spread the gooey-d-ness.  Whether you heat in the microwave (about 5 minutes) or 
bake it in the oven (about 25 minutes), our Mac 'n Cheese easily becomes the kind of cozy dish that leaves you 
feeling satisfied and happy.

*Please check QIL to confirm current pricing.

Mac 'n Cheese","https://www.traderjoes.com/content/dam/trjo/products/m20602/03655.png","2.99","[""Yes!""]",,"[]"
"070805","Ube Mochi","You knew it had to happen. With the popularity of our limited-edition Ube Ice Cream [sku 61854] and Ube 
Mochi Pancake Mix [sku 68389], and the selection of Mochi Ice Cream always available in our freezers, this 
development may have been inevitable. The inspiration for this particular flavor-texture combo came from a 
Crew Member in one of our stores - #YayCrew! We reached out to one of our suppliers to develop this treat 
just for us, and the result is Trader Joe's Ube Mochi, a warm-weather novelty you'll only find at Trader Joe's.

It's a simple creation - sweet ube ice cream, known for its vanilla-meets-pistachio flavor, enveloped in a rice-
flour-based, purple-hued (from fruit and vegetable juice), mochi wrapper. The chewy exterior leads you to the 
sweet, creamy center. As the kids say, it's all good. It really is. Each piece is a mere 80 calories, though we've 
not yet figured out how to eat just one. We have figured out how to pack a whole lotta ube awesomeness into a 
handheld treat that won't cost you an arm and a leg. We're selling Ube Mochi in a 6.8 ounce box of six Mochi. 
You'll find them in our freezers, while they last.

 *Please check QIL to confirm current pricing.

Ube Mochi Ice Cream","https://www.traderjoes.com/content/dam/trjo/products/m20604/70805.png","4.99","[""Feeling Adventurous"",""Finger Food""]","[""Gluten Free"",""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per piece (32g)"",""serving_size"":""6 pieces (192g)"",""calories_per_serving"":""80 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container (192g)"",""serving_size"":""6 pieces (192g)"",""calories_per_serving"":""480 ""}]"
"071119","Hold the Dairy! Vegan Chocolate Mini Cones","We'll admit it: our Hold The Cone! Mini Ice Cream Cones [skus 62834, 57186, 57185, & more] totally have a hold 
on us. What's more fun than grabbing a mini Cone out of the freezer for a sweet, chilly thrill, after all? As with 
most things, the answer is making sure that even more folks can join in on the fun. With Trader Joe's Hold 
The Dairy! Chocolate Mini Cones, now that fun isn't just limited to those who eat dairy. They're made with a 
Non Dairy Frozen Dessert made primarily from coconut milk and vegan chocolate, neatly pre-scooped into 
a crisp, crunchy, and slightly sweet wafer cone.

While these Hold The Dairy! Cones were designed with those avoiding dairy in mind, the truth is that anyone 
who enjoys a good chocolate ice cream cone will enjoy the comfy creaminess and satisfying crunch of Hold 
The Dairy!, too. They make a great after-work or after-school pick-me-up, a nice dessert option for potlucks 
and dinner parties, or even a good pick for a light and nimble anytime snack. If our mini cones haven't gotten 
a hold of you, now's a great time to get on board, with Trader Joe's Hold The Dairy!

 *Please check QIL to confirm current pricing.

Hold The Dairy! Chocolate
Mini Coconut Non-Dairy Frozen Dessert Cones","https://www.traderjoes.com/content/dam/trjo/products/m20604/71119.png","3.99","[""Gild The Lily""]","[""Dairy Free"",""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per Serving"",""serving_size"":""6 cones (114g)"",""calories_per_serving"":""370 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per Container"",""serving_size"":""6 cones (114g)"",""calories_per_serving"":""730 ""}]"
"096937","Turkey Burgers","Some nights you really want to pull out all the stops and cook a big, everything-from-scratch dinner.  And 
then there are the other six nights every week when you really just need to get dinner on the table in a hurry.  
On those occasions, Trader Joe's Turkey Burgers have the potential to become your best friends. 

Trader Joe's Turkey Burgers are made using fresh, juicy turkey meat, with no by-products, mechanically sep-
arated meat, or trimmings. The combination of white and dark meat ensures juicy, flavorful burgers - we've 
added only kosher salt and rosemary extract to season the patties. You can cook them - from frozen, even! 
- in just a few minutes; while they're cooking, go ahead and prep the rest of your dinner. Go traditional with 
buns, condiments, and salad. Or you can crumble the finished burgers over salad or in tacos. It doesn't get 
much easier than this, and you don't have to sacrifice quality or taste for the sake of convenience and value.  

Speaking of value, we're selling each 16 ounce package of four Turkey Burgers for $2.99, the same price we've 
had since we first introduced them back in 2011. You'll find them in our freezers.","https://www.traderjoes.com/content/dam/trjo/products/m20602/96937.png","3.79","[""Dinner Hack""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 burger (112g/4oz)"",""calories_per_serving"":""180""}]"
"069630","Lemon Bars","It's always hard to say good bye to an iconic item, and our original Lemon Bars [sku 93415] certainly fit that 
bill. But when our original supplier informed us they could no longer produce those Bars, we took it as an 
opportunity for a real kaizen. We reached out to another of our trusted suppliers and asked if they could make 
us a version that had all the same zesty, sweet, and tart flavors, the same soft, buttery-textured shortbread and 
silky, smooth lemon layer - but none of the gelatin that left the last version inaccessible to vegetarians. They 
came back with a tray of lemon bars so superbly true to form that we knew they were going to be an instant 
classic. Fittingly enough, we decided to call them Trader Joe's 12 Classic Lemon Bars.

Our favorite thing about these Bars is their bite. The delicate texture of the soft, creamy lemon layer instantly 
gives way to the dense, deliciously crumbly shortbread base, giving you all the satisfaction of a sweet custard 
and a rich, buttery biscuit all at the same time. Of course, we also love that they're super easy to prepare; 
simply defrost them at room temperature for about an hour before serving. And we can't forget that they're a 
remarkable value, too: each 10.6-ounce box sells for $4.49*, every day. There's so many things to love about our 
new, vegetarian, kosher (dairy) Classic Lemon Bars, we really could go on, but that might be time better spent 
enjoying a Bar with a nice cup of coffee. Mmm - Classic.

 *Please check QIL to confirm current pricing.

12 Classic Lemon Bars","https://www.traderjoes.com/content/dam/trjo/products/m20604/69630.png","4.99","[""Date Night"",""Treat Yourself""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 bars (50g)"",""calories_per_serving"":""180 ""}]"
"059063","Mexican Style Roasted Corn","In much of Mexico, as well as many parts of the American Southwest, street vendors sell well-seasoned corn on 
the cob that's known as elote. It's almost always on the cob, and nearly always on a stick. The seasonings vary, 
but generally include chili powder, cheese, lime or lemon, and a sour cream (crema) based sauce. If you haven't 
encountered these street vendors in your travels, you've been missing out on something delicious. And even 
if you have had the opportunity to enjoy elote in its natural environment, you're not always going to be near a 
street vendor, right? To satisfy your elote desires at those times, we've developed Trader Joe's Mexican Style 
Roasted Corn with Cotija Cheese. 

For this at-home version of what's often called street corn, we've opted to take the kernels off the cob. We've 
enrobed the corn in a creamy, smoky sauce that melts off as the corn heats - it seems magical, but it's really 
just simple thermodynamics. It's also spiked with lime juice and studded with cilantro, lending additional 
authenticity. A packet of Cotija cheese is included in each package of Corn - when the corn is heated through 
and ready to serve, sprinkle the crumbled cheese on top. It's the ideal finishing touch to this crunchy, sweet, 
smoky, spicy dish. Present it as a side dish with a Mexican-inspired meal, or serve it in individual ramekins as 
an appetizer course.

We're selling Mexican Style Roasted Corn with Cotija Cheese in a 14-ounce bag for $3.29. You'll find it 
exclusively in the freezer case at your neighborhood Trader Joe's.

05.01.
17","https://www.traderjoes.com/content/dam/trjo/products/m20602/59063.png","3.79","[""Dinner Hack""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 cup frozen (113g)"",""calories_per_serving"":""180 ""}]"
"039127","Meatless Meatballs","Who says that a backyard barbecue or rich Italian dinner can only be had with a helping of pork, beef, and 
chicken, oh my? Well, Trader Joes Meatless Meatballs are here to keep the party going for all dietary needs 
and desires.

The ultimate oxymoron, Meatless Meatballs, but great for our shoppers who don't want a carnivorous entrée 
with every meal. We nix the beef and bring on the soy protein loaded with seasonings to replicate the hearty 
balls of ground meat that we also know and love. Every bite is soft, toothsome, and packed with bread crumbs, 
garlic, onion, and an array of other spices just like the real deal. 

Trader Joe's Meatless Meatballs take flawlessly to any recipe where that meaty texture and flavor is needed, 
but without the need for any doggone red meat at all! So grab a bag of these guys from our freezer and in no 
time you'll have vegetarian BBQ meatball subs (maybe using our Organic Kansas City BBQ Sauce [sku 63486]); 
lovely vegan skewers with some sauce, a few onions, peppers, and maybe even some pineapple; or a luscious, 
yet quick-to-prep Italian meal with our Cauliflower Gnocchi [sku 61524] and your favorite pasta sauce.

 *Please check QIL to confirm current pricing.

Meatless Meatballs","https://www.traderjoes.com/content/dam/trjo/products/m20602/39127.png","3.99","[""Effortless Entertaining""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""6 pieces (85g/3oz)"",""calories_per_serving"":""150""}]"
"056415","Organic Vanilla Fudge Chip Ice Cream","Would you eat it in a cup? Would you eat it on a cone? Of course we'd eat it in a cup, or on a cone, or with a spoon, 
while on the phone, or on the moon. With apologies to the good doctor (Seuss, that is), we're having difficulty 
thinking of any scenario in which we wouldn't want to enjoy Trader Joe's Organic Vanilla Fudge Chip Ice 
Cream. Sounds good, right? It really is that good. 

TJ's Organic Vanilla Fudge Chip Ice Cream comes from an ice cream supplier that does everything from pas-
teurizing the fresh, locally sourced organic milk and cream to packaging and shipping the finished ice cream. 
They know their ice cream. One bite and you'll want to know this ice cream. 

This is premium quality Organic Vanilla Ice Cream studded with rich, fudgy chunks of chocolate. Could we 
have called it Chocolate Chip? Sure. Somehow, though, when we tasted it (and tasted it again, just to be sure), 
that didn't seem to be enough. This is ice cream with gravitas-it needed a name to match. 

You'll find Organic Vanilla Fudge Chip Ice Cream in our freezers, ready for your enjoyment in a cup, on a 
cone, with a spoon, on the phone, or even on the moon. Or Jupiter! We're selling quart-sized cartons for $5.99 
each, every day.

08.08
.16","https://www.traderjoes.com/content/dam/trjo/products/m20604/56415.png","5.99","[""Heat Wave"",""Treat Yourself""]","[""Kosher"",""Organic""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2/3 Cup (109g)"",""calories_per_serving"":""280 ""}]"
"064671","Cedar Wrapped BBQ Sockeye Salmon Fillet","Ever since the Native Americans of the Pacific Coast tied their salmon to cedar boards and smoked them near 
an open fire, Trader Joe's has been looking for a cedar planked salmon of our own to sell. (That's hyperbole, ok?) 
From the start, we at least knew we wanted to use Sockeye Salmon, since this variety ranks consistently among 
our Customers' favorite frozen items. However, all the sockeye/cedar-plank combos we came across were cost 
prohibitive and really wouldn't translate into a Trader Joe's value.

Still, we didn't give up. We finally located a supplier that exchanges the wooden plank for a thin wrap of 
cedar, hand-tied around a six-ounce deboned fillet of wild caught, Alaskan sockeye. Our Cedar Wrapped 
Sockeye Salmon is also rubbed with BBQ seasonings, including smoked sea salt and chipotle powder to yield 
a balanced, smoky, mildly spicy, distinctly cedar-y Fillet. And, in addition to imparting flavor, that cedar wrap 
also ensures a super moist result-no matter whether you bake it or grill it!

 *Please check QIL to confirm current pricing.

Cedar Wrapped BBQ Sockeye Salmon Fillet","https://www.traderjoes.com/content/dam/trjo/products/m20803/64671.png","4.99","[""Dinner Hack"",""Fire Up The Grill""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""6 oz (170g) 1 fillet"",""calories_per_serving"":""180 ""}]"
"062839","Mini French Baguettes","It's often said that the best baguettes in the world are made in France. There are a few theories as two why: some 
argue that it's a tendency for higher gluten content, some point to a mastery of fermentation techniques, others 
tie it to various intangible qualities of local ingredients. Whatever the cause, it's all academic unless you have 
the chance to visit France. But that got us thinking: why not bring France to our freezers? Thus, we bring to you 
Trader Joe's Mini French Baguettes, a collection of six compact, individual baguettes, made especially for us 
by a French bakery, which are baked to about 80% doneness, then frozen for you to finish at home. And that 
means one thing in particular: ineffably French, perfectly baked Baguettes, fresh from your very own oven.

Once fully cooked from your oven (simply place them directly on the oven rack, from frozen, at 400°F for 
about six minutes), these Baguettes can be enjoyed in any way you would if they came from a boulangerie 
on the banks of the Seine: cut them into hunks and enjoy with a bowl of soup, tear into pieces and dip into a 
flavorful olive oil, even split them horizontally for an elegantly elevated sandwich. We're selling each 9.5-ounce 
package of six Mini French Baguettes for $3.99*, every day - which is considerably less expensive than 
airfare to Paris, last time we checked.

 *Please check QIL to confirm current pricing.

Mini French Baguettes","https://www.traderjoes.com/content/dam/trjo/products/m20601/62839.png","4.49","[""Dinner Hack"",""Effortless Entertaining"",""Rain or Shine"",""Welcoming""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 baguette (45g)"",""calories_per_serving"":""110 ""}]"
"077677","Tandoori Naan","Naan is a traditional East Indian flat bread - typically baked in a Tandoor oven - that's as versatile as it is 
delicious, and Trader Joe's Tandoori Naan boasts manifold merits. We bring you this frozen rendition for 
when you want the taste of India sans leaving the house to get it.

Our hearty Tandoori Naan is hand-stretched and baked in a traditional Indian clay tandoor oven. It gets its 
satisfyingly dense doughy-ness from wheat flour. Its soft-yet-sturdy texture and distinct circular shape lend to 
multiple methods of enjoyment. Our Tandoori Naan is great served up warm with butter and is the perfect 
pair for your favorite Indian-style curries and sauces. It also makes a great match to your favorite hearty soups 
as well!  Did we mention that our versatile Tandoori Naan can also be a great substitute to your everyday wheat 
bread and can turn an ordinary sandwich into extraordinary just by layering on your favorite meats, cheese, 
or vegetables!

 *Please check QIL to confirm current pricing.

Tandoori Naan","https://www.traderjoes.com/content/dam/trjo/products/m20602/77677.png","2.99","[""Finger Food""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 piece (85g)"",""calories_per_serving"":""250 ""}]"
"050304","Spicy Thai Shrimp Fried Rice",,"https://www.traderjoes.com/content/dam/trjo/products/m20602/50304.png","5.99","[""Dinner Hack""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 cup (137g)"",""calories_per_serving"":""220 ""}]"
"094404","Vegetable Pad Thai",,"https://www.traderjoes.com/content/dam/trjo/products/m20602/94404.png","3.49","[""Feeling Adventurous""]","[""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 tray (300g)"",""calories_per_serving"":""360 ""}]"
"055248","Greek Spanakopita","Trader Joe's has been exploring the food-riches of the Greek Isles for a while now, but only in the last year have 
we really begun to sink our teeth into their wealth of savory pies. Following in the recent footsteps of our 5 
Cheese Greek Spiral [sku 54073], and our Tomato Tiropita Triangles [sku 54481], our latest pita is a traditional 
""pie"" you may have heard of, even if you've never traveled to Greece. But, we did travel to Greece for this Spana-
kopita, where we engaged some Athenian bakers to make this authentic Greek pastry for us (and for you).

It's essentially a spinach pie... but the genius is in the details. Our Greek pie-makers start with their own filo 
dough, machine-cut to size and hand assembled into pies with a filling of three cheeses (feta, mizithra, and a 
grating cheese), spinach, onion, leek, olive oil, dill, parsley, salt and pepper. The loaded disc is then pre-cut into 
wedges that will puff up when you bake them at home. Once you do bake this pie (in the provided ovenable tray 
at 350ºF for about a half-hour), you'll have yourself a crisp, buttery pastry with a delectable filling.

Our Spanakopita makes a great snack anytime, and it can also serve as a light meal when paired with a fresh sal-
ad of tomatoes, olives, and greens, and lightly dressed with 100% Greek Olive Oil and Lemon Juice [sku 54483]).

We would still recommend you visit Greece, but if it's going to be a while, we would also suggest you visit Trader 
Joe's (much nearer) for a taste of our Greek Spanakopita to get you in the mood. The authentic, 14-ounce, fro-
zen snack is only $3.99. Find it in our freezers.

10.07.
15","https://www.traderjoes.com/content/dam/trjo/products/m20601/55248.png","4.49","[""Effortless Entertaining""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1/6th pie (67g)"",""calories_per_serving"":""190 ""}]"
"061854","Ube Ice Cream","If we placed a bowl of our new, very purple Trader Joe's Ube Ice Cream in front of you, what flavor would you 
guess it is? Grape? Blackberry? Blueberry, perhaps? Well, if you were to guess ""Yam,"" you'd be right! 

Some might be surprised by the idea of a Yam Flavored Ice Cream, but those familiar with Ube [OO-beh]-the 
name Purple Yams are known by in the Philippines-know that it's actually a very popular flavor in jams, cakes, 
candies...and Ice Cream! But what does it taste like, you ask? It's creamy. It's sweet. It's nutty. Some liken it to a 
cross between vanilla and pistachio, with hints of coconut mixed in. And unlike most ube-flavored ice creams, 
ours contains real ube purée. Trust us, you're gonna like it. Plus, you can rest easy knowing that its purple hue is 
from naturally derived ingredients like grape extract and beet juice, not artificial dyes. 

You know what else is naturally derived? The pure joy you'll experience as you sample your first scoop (or polish 
off your first pint) of Ube Ice Cream. Serve it in a bowl, flanked by TJ's Vanilla Batons [sku 63485] and sprinkled 
with TJ's Roasted Coconut Chips [sku 98186] or crumbled TJ's Benne Wafer Cookies [sku 60493]. Sandwich a 
small scoop between two TJ's Belgian Butter Waffle Cookies [67004]. Toss the whole pint in a blender along with 
1/2 cup of whole milk and pulse until you've got yourself an Ube milkshake...and thank us later.

Whatever you do, if you've got an appetite for ube, you best u-bey that craving immediately-because we're selling 
Trader Joe's Ube Ice Cream for a limited time only, priced to sell at $2.99 per purply pint.","https://www.traderjoes.com/content/dam/trjo/products/m20604/61854.png","3.79","[""Heat Wave"",""Unexpected""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""2/3 cup (100g)"",""calories_per_serving"":""200 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""2/3 cup (100g)"",""calories_per_serving"":""610 ""}]"
"070457","SOUTHERN PEACH CRISP
ICE CREAM","It's a cool, cool summer

Peach ice cream at Trader Joe's
It's a cool, cool summer

With oat crisp, get it before it's gone
-with apologies to Bananarama

(and for the '80s in general)
While ice cream is a year-round offering at Trader Joe's, summer's sweltering temperatures make it an even 
more in-demand dessert option in our freezers. Trader Joe's Southern Peach Crisp Ice Cream combines the 
aforementioned cool factor of ice cream with the fleeting nature of Southern summer stone fruit, creating a 
truly one-of-a-kind dessert experience. In addition to the dreamy, sweet cream ice cream base, our Georgia-
based supplier also makes the inclusions in-house - specifically, swirls of luscious peach jam (made with South 
Carolina-grown peaches, of course) and chunks of buttery oat crisp imbued with hints of cinnamon & sugar. It 
captures the nostalgic","https://www.traderjoes.com/content/dam/trjo/products/m20604/70457.png","2.99","[""Heat Wave""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per Serving"",""serving_size"":""2/3 cup (99g)"",""calories_per_serving"":""220 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per Container"",""serving_size"":""2/3 cup (99g)"",""calories_per_serving"":""650 ""}]"
"059064","Peaches & Cream Tarte","Some folks seem to get a kick out of reminding the rest of us that ""life can't always be peaches & cream"" when 
things don't go our way. While we can appreciate a healthy dose of realism here and there, we'd like to challenge 
these Negative Nancies: why can't life always be peaches & cream, hmm? As long as you have a stack of Trader 
Joe's Peaches & Cream Tartes in your freezer, we say it can be. 

To craft our Peaches & Cream Tarte, we take a buttery, flaky crust, spread a layer of sweet cream cheese on 
top, fill it with sugared peaches, and carefully fold in its edges. This Tarte-building is all done by hand, so it's 
free-form and unrefined-just how we like it. We bake each Tarte to sunny perfection-glistening orange in the 
center; golden brown at the edges-so that by the time it makes its way to you, all you have to do is heat it up. 

Unlike some frozen, fully-baked desserts, you can warm our Peaches & Cream Tarte in the oven or the 
microwave-just follow the instructions on the package. We recommend keeping a Peaches & Cream Tarte or 
two in your freezer at all times so that you're never caught unprepared for unexpected dinner guests, impromptu 
tea parties, and/or last-minute potlucks. Serve each warm slice with a dollop of whipped cream or a scoop of 
TJ's French Vanilla Ice Cream [sku 78576], and your dining companions will surely be wowed. 

A Tarte like this would easily sell for $11.99 and up in a fine pâtisserie. Lucky for you, we have such a great 
relationship with our Canadian supplier that we are able to offer each 16.9-ounce Peaches & Cream Tarte 
(that's over a pound of sweet, peachy goodness!) for $4.99. You'll find it in our freezer cases. 

06.05.
17","https://www.traderjoes.com/content/dam/trjo/products/m20604/59064.png","5.99",,"[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""1/4 tarte (120g)"",""calories_per_serving"":""300 ""}]"
"062834","Chocolate Chip Hold the Cone","Identical in size and shape to their Chocolate and Vanilla cousins, Chocolate Chip Hold the Cone! Mini Ice 
Cream Cones are nonetheless unique - and uniquely delicious. Rather than traditonal sugar cones, these 
feature chocolate cones, and rather than a simple, smooth, ice cream filling, these feature ice cream studded 
with rich chocolate chips. Another Hold the Cone!  hallmark are the lined cones. Here, the chocolate cones are 
lined with the same chocolatey coating that tops the ice cream - that creamy cone-lining not only tastes great, 
it also keeps the ice cream from leaking out as you enjoy your Mini Cone. Win! These treats, like their relatives 
in the freezer case, are made exclusively for Trader Joe's, so if it's a Mini Ice Cream Cone fix you desire, a trip 
to Trader Joe's is the stuff of dreams made real.

We're selling Trader Joe's Chocolate Chip Hold the Cone! Mini Ice Cream Cones in a 7.9 ounce box of eight. 
You'll find them in our freezers, next to the other Hold the Cone! varieties. 
 *Please check QIL to confirm current pricing.

Chocolate Chip Hold The Cone!","https://www.traderjoes.com/content/dam/trjo/products/m20604/62834.png","3.99",,"[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""3 cones (84g)"",""calories_per_serving"":""280 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""3 cones (84g)"",""calories_per_serving"":""740 ""}]"
"069861","Tangerine Cream Bars","Inspired by the cheerful bells of the summertime ice cream truck, Trader Joe's Tangerine Cream Bars are 
classic creamsicle treats, with a twist-a tempting, tangerine twist! Most creamsicles offer up oodles of orange 
and not much else, but ours boast an icy sorbet shell made from a blend of orange and tangerine juices with 
rich, creamy vanilla ice cream inside.

Enjoy a Tangerine Cream Bar on your front porch, licking a lazy summer day away. On a hot day, get creative 
and place one into a glass filled with sparkling water, then watch it melt down into a memorable mocktail, a la 
an ""ice cream soda."" (Or swap out that sparkling water for a vodka soda, if that's more your speed.) But hurry! If 
you want to turn your tangerine dreams into reality this summer, you'll have to act fast-we're selling 15-fluid 
ounce box of six, kosher-certified TJ's Tangerine Cream Bars for a limited-time only.

 *Please check QIL to confirm current pricing.

Tangerine Cream Bars","https://www.traderjoes.com/content/dam/trjo/products/m20604/69861.png","3.49","[""Heat Wave""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""2 bars (140g)"",""calories_per_serving"":""250 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""2 bars (140g)"",""calories_per_serving"":""740 ""}]"
