"description","name","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image","manufacturer_sku","ordering_unit","is_broken_case","content_url","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","unit_price","extra_data"
,"CAKE CHOCOLATE FLOURLESS 2 CT","843050","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-chocolate-flourless-2-ct/","DESSERTWERK","","","","","","Badger Murphy","",""
,"CAKE CHOCOLATE GRANDMAS 3 LAYER 2 CT","843048","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-chocolate-grandmas-3-layer-2-ct/","DESSERT WERKS","","","","","","Badger Murphy","",""
,"CAKE CHOCOLATE TEMPTATION 12 CUT *","841619","1 CASE *","12 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-chocolate-temptation-12-cut/","BINDI","","","","","","Badger Murphy","",""
,"CAKE CHOCOLATE TRIPLE FUDGE 2/14 SL +","8625","1 CASE +","14 SL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-chocolate-triple-fudge-2-14-sl/","DIANNES","","","","","","Badger Murphy","",""
,"CAKE COFFEE SOUR CREAM 4/9 IN SANDYS +","8716","1 CASE +","UNSLICED","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-coffee-sour-cream-4-9-in-sandys/","SWEET STRT","","","","","","Badger Murphy","",""
,"CAKE EDELWEISS 9 IN ROUND 2 PC","840802","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-edelweiss-9-in-round-2-pc/","SYMPHONY","","","","","","Badger Murphy","",""
,"CAKE FUDGE LAVA 24/5 OZ +","8623","1 CASE +","5 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-fudge-lava-24-5-oz/","DIANNES","","","","","","Badger Murphy","",""
,"CAKE GERMAN CHOCOLATE 3 LAYER 2 CT *","843051","1 CASE *","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-german-chocolate-3-layer-2-ct/","DESSERT WERKS","","","","","","Badger Murphy","",""
,"CAKE HEATH CHOCOLATE MOUSSE 2 CT *","843047","1 CASE *","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-heath-chocolate-mousse-2-ct/","DESSERT WERKS","","","","","","Badger Murphy","",""
,"CAKE IMPERIAL 9 IN ROUND 2 CT","840801","1 CASE","9 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-imperial-9-in-round-2-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"CAKE LAVA INDIVIDUAL 32 CT","840852","1 CASE","EACH","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-lava-individual-32-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"CAKE MANGO MOUSSE 12 SL *","841672","1 CASE *","12 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-mango-mousse-12-sl/","BINDI","","","","","","Badger Murphy","",""
,"CAKE PARCHMENT QUILON CIRCLES 9-15/16 IN +","4152","1 PKG +","9-15/16 IN","",,"","","","","PACKAGE","","https://www.badgermurphy.com/product/cake-parchment-quilon-circles-9-15-16-in/","PATERSON","","","","","","Badger Murphy","",""
,"CAKE PARCHMENT QUILON CIRCLES 5-15/16 IN 1000 CT +","4158","1 PKG +","5-15/16 IN","",,"","","","","PKG","","https://www.badgermurphy.com/product/cake-parchment-quilon-circles-5-15-16-in-1000-ct/","PATERSON","","","","","","Badger Murphy","",""
,"CAKE PARCHMENT QUILON CIRCLES 7-15/16 IN 1000 CT","4154","1 PKG","7-15/16 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-parchment-quilon-circles-7-15-16-in-1000-ct/","PATERSON","","","","","","Badger Murphy","",""
,"CAKE PARCHMENT QUILON CIRCLES 8-15/16 IN 1000 CT *","4159","1 PKG *","8-15/16 IN","",,"","","","","PKG","","https://www.badgermurphy.com/product/cake-parchment-quilon-circles-8-15-16-in-1000-ct/","PATERSON","","","","","","Badger Murphy","",""
,"CAKE SACHER (FLOURLESS CHOC) GLUTEN FREE 9 IN ROUND 2 CT","840830","1 CASE","9 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-sacher-flourless-choc-gluten-free-9-in-round-2-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"CAKE VANILLA W/ FOREST FRUITS 12 SL *","841614","1 CASE *","12 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/cake-vanilla-w-forest-fruits-12-sl/","BINDI","","","","","","Badger Murphy","",""
,"CAN LINER 10 GAL NEUTRAL 1000 CT","9696I","1 CASE","24"" x 24""","",,"","","","","CASE","","https://www.badgermurphy.com/product/can-liner-10-gal-neutral-1000-ct/","COLONIAL BAG","","","","","","Badger Murphy","",""
,"CAN LINER 33 GAL MED CLEAR 250 CT","9696B","1 CASE","33"" x 39""","",,"","","","","CASE","","https://www.badgermurphy.com/product/can-liner-33-gal-med-clear-250-ct/","COLONIAL BAG","","","","","","Badger Murphy","",""
,"CAN LINER 40-45 GAL HEAVY BLACK 125 CT +","9696K","1 CASE +","40"" x 46""","",,"","","","","CASE","","https://www.badgermurphy.com/product/can-liner-40-45-gal-heavy-black-125-ct/","COLONIAL BAG","","","","","","Badger Murphy","",""
,"CAN LINER 55 GAL EXTRA-HEAVY BLACK 100 CT","9696F","1 CASE","38"" x 58""","",,"","","","","CASE","","https://www.badgermurphy.com/product/can-liner-55-gal-extra-heavy-black-100-ct/","COLONIAL BAG","","","","","","Badger Murphy","",""
,"CAN LINER 55 GAL EXTRA-HEAVY CLEAR 100 CT","9696P","1 CASE","36"" x 58""","",,"","","","","CASE","","https://www.badgermurphy.com/product/can-liner-55-gal-extra-heavy-clear-100-ct/","COLONIAL BAG","","","","","","Badger Murphy","",""
,"CAN LINER 60 GAL HEAVY CLEAR 200 CT","9696T","1 CASE","38"" x 58""","",,"","","","","CASE","","https://www.badgermurphy.com/product/can-liner-60-gal-heavy-clear-200-ct/","COLONIAL BAG","","","","","","Badger Murphy","",""
,"CANDLE FOOD WARMER 10 HOUR 4/72 CT *","9642","1 CASE *","10 HOUR","",,"","","","","CASE","","https://www.badgermurphy.com/product/candle-food-warmer-10-hour-4-72-ct/","CNDL CORP","","","","","","Badger Murphy","",""
,"CANDY BUTTERMINT THANK YOU 9 LB +","9437","1 CASE +","1000 CNT","",,"","","","","CASE","","https://www.badgermurphy.com/product/candy-buttermint-thank-you-9-lb/","HOSPITALITY","","","","","","Badger Murphy","",""
,"CANDY M&M IMITATION 25 LB ERNIES","0492","25 LB.","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/candy-mm-imitation-25-lb-ernies/","BLOMMER","","","","","","Badger Murphy","",""
,"CANDY M&M MINIS BAKING BITS 25 LB","9439","1 CASE","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/candy-mm-minis-baking-bits-25-lb/","M&M","","","","","","Badger Murphy","",""
,"CANDY MINT CHOCOLATE 2/9 LB +","9447","1 CASE +","9 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/candy-mint-chocolate-2-9-lb/","RICHARDSON","","","","","","Badger Murphy","",""
,"CAPERS NON-PAREILLES 6/32 OZ +","9009A","1 CASE +","32 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/capers-non-pareilles-6-32-oz/","ASSIAGO CLASSICO","","","","","","Badger Murphy","",""
,"CAPOCOLLO MILD LOAF 48 OZ +","6528","3#/A +","48 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/capocollo-mild-loaf-48-oz/","VOLPI","","","","","","Badger Murphy","",""
,"CARAMEL BITS 25 LB +","0488","1 CASE +","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/caramel-bits-25-lb/","KRAFT","","","","","","Badger Murphy","",""
,"CARAMEL BLEND MB +","5329","10 LB. +","N/A","",,"","","","","PAIL","","https://www.badgermurphy.com/product/caramel-blend-mb/","MIDNIGHT BLISS","","","","","","Badger Murphy","",""
,"CARAWAY SEEDS WHOLE 1 LB *","4345","1 JAR *","1 LB.","",,"","","","","JAR","","https://www.badgermurphy.com/product/caraway-seeds-whole-1-lb/","DWF","","","","","","Badger Murphy","",""
,"CARIBBEAN MANGO LOW FAT DRESSING 2/1 GAL +","9213","1 CASE +","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/caribbean-mango-low-fat-dressing-2-1-gal/","CONWAY","","","","","","Badger Murphy","",""
,"CARROT STICKS 2/5 LB *","8220H","10 LB. *","5 LB.","",,"","","","","LB.","","https://www.badgermurphy.com/product/carrot-sticks-2-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CARROTS BABY PEELED 30/1 LB","8220N","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/carrots-baby-peeled-30-1-lb/","N/A","","","","","","Badger Murphy","",""
,"CARROTS CELLO 3 CT 1 LB","4515A","3 CT.","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/carrots-cello-3-ct-1-lb/","N/A","","","","","","Badger Murphy","",""
,"CARROTS COIN CUT 1/4 IN 2/5 LB *","5409","1 BOX *","1/4 INCH","",,"","","","","BOX","","https://www.badgermurphy.com/product/carrots-coin-cut-1-4-in-2-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CARROTS COIN CUT 1/4 IN 5 LB *","5439","1 BOX *","1/4 INCH","",,"","","","","BOX","","https://www.badgermurphy.com/product/carrots-coin-cut-1-4-in-5-lb/","CUT FRESH","","","","","","Badger Murphy","",""
,"CARROTS CROP TOP PEELED 5 LB","4515C","1 BOX","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/carrots-crop-top-peeled-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CARROTS DICED 1/2 IN 2/5 LB *","5423","1 BOX *","1/2 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/carrots-diced-1-2-in-2-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CARROTS DICED 1/2 IN 5 LB *","5436","1 BOX *","1/2 INCH","",,"","","","","BOX","","https://www.badgermurphy.com/product/carrots-diced-1-2-in-5-lb/","CUT FRESH","","","","","","Badger Murphy","",""
,"CARROTS DICED 1/4 IN 2/5 LB *","5415","1 BOX *","1/4 INCH","",,"","","","","BOX","","https://www.badgermurphy.com/product/carrots-diced-1-4-in-2-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CARROTS FRESH SHREDDED 10 LB *","8220A","10 LB. *","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/carrots-fresh-shredded-10-lb/","VEG FRESH","","","","","","Badger Murphy","",""
,"CARROTS JUMBO 5 LB","4515B","1 BAG","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/carrots-jumbo-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CARROTS JUMBO FANCY SACK 50 LB","4515","1 BAG","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/carrots-jumbo-fancy-sack-50-lb/","N/A","","","","","","Badger Murphy","",""
,"CARROTS PEELED 200/1.3 OZ *","4515D","1 CASE *","1.3 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/carrots-peeled-200-1-3-oz/","N/A","","","","","","Badger Murphy","",""
,"CARROTS SLICED 6/#10","4730","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/carrots-sliced-6-10/","SUNFIELD","","","","","","Badger Murphy","",""
,"CATALINA DRESSING 4/1 GAL +","9185","1 CASE +","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/catalina-dressing-4-1-gal/","KRAFT","","","","","","Badger Murphy","",""
,"CATFISH NUGGETS BREADED IQF 15/2 LB","6357","30 LB.","2 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/catfish-nuggets-breaded-iqf-15-2-lb/","AMERICAS CATCH","","","","","","Badger Murphy","",""
,"CATFISH NUGGETS UNBREADED IQF 15/2LB","6358","30 LB","2 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/catfish-nuggets-unbreaded-iqf-15-2lb/","AMERICAS CATCH","","","","","","Badger Murphy","",""
,"CAULIFLOWER 12 CT","4502","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cauliflower-12-ct/","N/A","","","","","","Badger Murphy","",""
,"CAULIFLOWER EACH","4502A","1 EACH","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/cauliflower-each/","N/A","","","","","","Badger Murphy","",""
,"CELERY 24 CT","4504","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/celery-24-ct/","N/A","","","","","","Badger Murphy","",""
,"CELERY 3 CT SPLIT","4504A","3 EACH","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/celery-3-ct-split/","N/A","","","","","","Badger Murphy","",""
,"CELERY DICED 1/2 IN 2/5 LB *","5401","1 BOX *","1/2 INCH","",,"","","","","BOX","","https://www.badgermurphy.com/product/celery-diced-1-2-in-2-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CELERY DICED 1/2 IN 5 LB *","5422","1 CASE *","1/2 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/celery-diced-1-2-in-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CELERY SEED 5 LB *","4359","1 JAR *","5 LB.","",,"","","","","JAR","","https://www.badgermurphy.com/product/celery-seed-5-lb/","N/A","","","","","","Badger Murphy","",""
,"CELERY STICKS 5 LB *","8220I","5 LB. *","5 LB.","",,"","","","","LB.","","https://www.badgermurphy.com/product/celery-sticks-5-lb/","VEG FRESH","","","","","","Badger Murphy","",""
,"CEREAL ASST INDVIDUAL 72 CT","4801","1 CASE","72 CT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-asst-indvidual-72-ct/","KELLOGGS","","","","","","Badger Murphy","",""
,"CEREAL BRAN FLAKES BULK 40 LB","4826","1 CASE","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-bran-flakes-bulk-40-lb/","N/A","","","","","","Badger Murphy","",""
,"CEREAL CORN FLAKES 4/28 OZ +","4822","1 CASE +","28 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-corn-flakes-4-28-oz/","RALSTON","","","","","","Badger Murphy","",""
,"CEREAL CORN FLAKES BULK 40 LB","4831","1 CASE","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-corn-flakes-bulk-40-lb/","COMMODITY","","","","","","Badger Murphy","",""
,"CEREAL FARINA QUICK 12/28 OZ","4827","1 CASE","28 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-farina-quick-12-28-oz/","N/A","","","","","","Badger Murphy","",""
,"CEREAL FROSTED FLAKES BULK 44 LB","4828","1 CASE","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-frosted-flakes-bulk-44-lb/","N/A","","","","","","Badger Murphy","",""
,"CEREAL GRANOLA LOW FAT CRUNCHY 4/50 OZ +","4819","1 CASE +","50 OUNCE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-granola-low-fat-crunchy-4-50-oz/","KELLOGGS","","","","","","Badger Murphy","",""
,"CEREAL GRANOLA LOW FAT WITH RAISINS 4/50 OZ *","4818","1 CASE *","50 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-granola-low-fat-with-raisins-4-50-oz/","KELLOGGS","","","","","","Badger Murphy","",""
,"CEREAL GRITS QUICK 8/5 LB","4807","1 CASE","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-grits-quick-8-5-lb/","QUAKER","","","","","","Badger Murphy","",""
,"CEREAL HEART TO HEART 4/48 OZ. *","4821","1 CASE *","48 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-heart-to-heart-4-48-oz/","KELLOGGS","","","","","","Badger Murphy","",""
,"CEREAL HONEY GRAHAM TOASTERS 8/33 OZ +","4824","1 CASE +","33 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-honey-graham-toasters-8-33-oz/","POST CONSUMER BRANDS","","","","","","Badger Murphy","",""
,"CEREAL LUCKY CHARMS 4/35 OZ *","4802","1 CASE *","35 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-lucky-charms-4-35-oz/","LUCKY CHARMS","","","","","","Badger Murphy","",""
,"CEREAL MUESLIX 10/16.2 OZ *","4830","1 CASE *","16.2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-mueslix-10-16-2-oz/","KELLOGGS","","","","","","Badger Murphy","",""
,"CEREAL OATS QUICK 12/42 OZ","4810","1 CASE","42 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-oats-quick-12-42-oz-2/","QUAKER","","","","","","Badger Murphy","",""
,"CEREAL OATS QUICK 12/42 OZ","4809","1 CASE","42 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-oats-quick-12-42-oz/","REST PRIDE","","","","","","Badger Murphy","",""
,"CEREAL RAISIN BRAN 4/56 OZ *","4823","1 CASE *","56 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-raisin-bran-4-56-oz/","GEN MILLS","","","","","","Badger Murphy","",""
,"CEREAL RICE KRISPIES BULK 33 LB","4808","1 CASE","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-rice-krispies-bulk-33-lb/","GOLDEN FOODS","","","","","","Badger Murphy","",""
,"CEREAL SHREDDED WHEAT FROSTED 6/36 OZ *","4817","1 CASE *","36 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cereal-shredded-wheat-frosted-6-36-oz/","MOM BRANDS","","","","","","Badger Murphy","",""
,"CHARCOAL LUMP 40 LB +","9696Z","1 BAG +","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/charcoal-lump-40-lb/","N/A","","","","","","Badger Murphy","",""
,"CHECK BOOKS G7000 50 BOOKS +","4000","1 CASE +","3.4 x 6.75","",,"","","","","CASE","","https://www.badgermurphy.com/product/check-books-g7000-50-books/","N/A","","","","","","Badger Murphy","",""
,"CHEDDAR MILD CUBED 2/5 LB","1740","5 LB. *","3/4 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/cheddar-mild-cubed-2-5-lb/","SAPUTO","","","","","","Badger Murphy","",""
,"CHEDDAR MILD LOAF 2/5 LB","0209","10 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cheddar-mild-loaf-2-5-lb/","STATEBRAND","","","","","","Badger Murphy","",""
,"CHEDDAR MILD YELLOW BLOCK 42 LB AVG *","0209I","42#/A +","N/A","",,"","","","","BLOCK","","https://www.badgermurphy.com/product/cheddar-mild-yellow-block-42-lb-avg/","N/A","","","","","","Badger Murphy","",""
,"CHEDDAR SHARP LOAF 2/5 LB","0209D","10 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cheddar-sharp-loaf-2-5-lb/","STATE BRAND","","","","","","Badger Murphy","",""
,"CHEDDAR SHARP WHITE LOAF 2/5 LB","0209E","10 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cheddar-sharp-white-loaf-2-5-lb/","STATEBRAND","","","","","","Badger Murphy","",""
,"CHEDDAR SHREDDED MILD 4/5 LB RENZO *","0244","20 LB. *","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cheddar-shredded-mild-4-5-lb-renzo/","RENZO","","","","","","Badger Murphy","",""
,"CHEDDAR SHREDDED MILD 5 LB","0202","5 LB.","5 LB.","",,"","","","","BAG","","https://www.badgermurphy.com/product/cheddar-shredded-mild-5-lb/","BADGER","","","","","","Badger Murphy","",""
,"CHEDDAR SHREDDED MILD FANCY 5 LB","0202B","5 LB.","5 LB.","",,"","","","","BAG","","https://www.badgermurphy.com/product/cheddar-shredded-mild-fancy-5-lb/","STATEBRAND","","","","","","Badger Murphy","",""
,"CHEDDAR SHREDDED SHARP 5 LB","0249","5 LB.","5 LB.","",,"","","","","BAG","","https://www.badgermurphy.com/product/cheddar-shredded-sharp-5-lb-2/","GREAT LAKES CHEESE","","","","","","Badger Murphy","",""
,"CHEDDAR SHREDDED SHARP 5 LB *","0202A","5 LB. *","5 LB.","",,"","","","","BAG","","https://www.badgermurphy.com/product/cheddar-shredded-sharp-5-lb/","BADGER","","","","","","Badger Murphy","",""
,"CHEDDAR SLICED MILD .75 OZ 6/1.5 LB","0232","9 LB.","3/4 OUNCE","",,"","","","","CASE","","https://www.badgermurphy.com/product/cheddar-sliced-mild-75-oz-6-1-5-lb/","GREAT LAKES CHEESE","","","","","","Badger Murphy","",""
,"CHEDDAR SLICED SHARP 12/12 OZ *","301825","1 CASE *","12 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/cheddar-sliced-sharp-12-12-oz/","TILLAMOOK","","","","","","Badger Murphy","",""
,"CHEDDAR SMOKED APPLEWOOD 12 LB AVG *","340072","12 LB *","12 LB","",,"","","","","EACH","","https://www.badgermurphy.com/product/cheddar-smoked-applewood-12-lb-avg/","CARR VALLEY","","","","","","Badger Murphy","",""
,"CHEDDAR VERMONT WHITE 1 YEAR 10 LB AVG","301380","10#/A","10 LB AVG","",,"","","","","LOAF","","https://www.badgermurphy.com/product/cheddar-vermont-white-1-year-10-lb-avg/","VERMONT-GRAFTON VILLAGE","","","","","","Badger Murphy","",""
,"CHEDDAR/MONTEREY JACK SHREDDED 4/5 LB","0216","20 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cheddar-monterey-jack-shredded-4-5-lb/","BADGER","","","","","","Badger Murphy","",""
,"CHEDDAR/MONTEREY JACK SHREDDED 4/5 LB +","0243","20 LB. +","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/cheddar-monterey-jack-shredded-4-5-lb-2/","STATE","","","","","","Badger Murphy","",""
