description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"Fra’ Mani Spicy Uncured Capicollo is produced in the traditional Italian method from hand-trimmed boneless pork shoulder. Our version is fragrant with a smooth texture and flavor. A staple of Italian-style sandwiches, it makes an excellent addition to charcuterie boards and also may be used as pizza topping when sliced thinly. It is seasoned with red pepper, garlic, vinegar, fennel seed and black pepper and is lightly smoked over natural wood.",Hot Capicollo Salami,109932,,2 x 4.75 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/109932_0.jpg,9.08E+13,,,https://www.chefswarehouse.com/products/109932/,FRA'MANI,,Cheese,,FRA'MANI,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/109932_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_109932-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 x 4.75 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""109932""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_109932-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 4.75 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_109932-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 x 4.75 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""109932""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_109932-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 4.75 LB Case""}}],""businessUnit"":""200001""}]}"
"The King of Italian dry cured hams, Prosciutto di Parma is a highly controlled product, produced under strict Italian law which governs the size of leg to be used, where the legs come from, and what the hogs eat, among other strict considerations. Once the leg has been selected, it undergoes a salting stage that last for a few weeks. Next it is cleaned off to begin the curing process, which occurs in humidity and temperature controlled rooms replicating the fall, winter and spring seasons. This slow process is closely monitored to ensure that the legs are properly cured and that the end product measures up to the high standards established by Italian law.",16 Month Prosciutto di Parma DOP,M302,,17 LB Piece,,,,,https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/m302_0.jpg,,,,https://www.chefswarehouse.com/products/M302/,NATURA ANTICA,,Cheese,,CIBO ITALIA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/m302_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Prosciutto"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Prosciutto"",""supplier_name"":"""",""country_of_origin"":""Italy"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_M302-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""17 LB Piece"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""M302""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_M302-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""17 LB Piece""}}],""businessUnit"":""200001""}]}"
"For generations this delicacy has been smoked according to an old family recipe. The unique taste of Speck Alto Adige PGI is thanks in no small part to its production in South Tyrol/Alto Adige. For it’s here that Alpine landscapes and Mediterranean culture meet to form a unique blend. Even nature plays a role with the unique climate, plenty of sun and clean air.",Speck Alto Adige PGI,BC602036,,2 x 4.85 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/bc602036_0.jpg,2215507,,,https://www.chefswarehouse.com/products/BC602036/,RECLA,,Cheese,,RECLA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/bc602036_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Prosciutto"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Prosciutto"",""supplier_name"":"""",""country_of_origin"":""Italy"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_BC602036-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 x 4.85 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC602036""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC602036-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 4.85 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_BC602036-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 x 4.85 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC602036""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC602036-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 4.85 LB Case""}}],""businessUnit"":""200001""}]}"
"Though its flavor is less powerful than its hot counterpart, Molinari & Sons Mild Coppa retains the exceptional taste bestowed by rubbed black pepper. Incorporate into a salad to add an irresistible zing.",Coppa,VN050463,,14x2 LB APROX BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/vn050463_0.jpg,7.63E+11,,,https://www.chefswarehouse.com/products/VN050463/,PG MOLINARI,,Cheese,,P.G. MOLINARI & SONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/vn050463_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_VN050463-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""14x2 LB APROX BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""VN050463""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_VN050463-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""14x2 LB APROX BC""}}],""businessUnit"":""200001""},{""code"":""JDE_VN050463-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""14x2 LB APROX BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""VN050463""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_VN050463-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""14x2 LB APROX BC""}}],""businessUnit"":""200001""}]}"
"This all-natural Hot Chorizo packs a stimulating sensation of heat against a firm, meaty texture. Crafted by Spanish artisans, this chorizo centers the flavors of spicy smoked paprika from the La Vera valley in Western Spain. Garlic and salt round out the flavor for a comforting and aromatic dry-cured sausage that comes to you fully cooked. Enjoy in a classic Spanish paella or in refreshing salad with sweet potato and avocado.",Hot Chorizo Salami,1202PAL1020,,14 x 7.9 oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1202pal1020_0.jpg,6.48E+11,,,https://www.chefswarehouse.com/products/1202PAL1020/,PALACIOS,,Cheese,,PALACIOS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1202pal1020_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1202PAL1020-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""14 x 7.9 oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1202PAL1020""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1202PAL1020-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""14 x 7.9 oz Case""}}],""businessUnit"":""200001""},{""code"":""JDE_1202PAL1020-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""14 x 7.9 oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1202PAL1020""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1202PAL1020-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""14 x 7.9 oz Case""}}],""businessUnit"":""200001""}]}"
"The double smoked, applewood smoked Boneless Ham is an American Classic. Exceptionally lean pork is selected and brined in a secret blend of spices and maple syrup for days. Once the curing process is completed the Hams are placed in our German smokehouses for hours to in order to deliver a rich smokiness that chefs search the world over for. The density of the smoke complements the sweetness of the ham to create a truly spectacular ham.",Black Forest Ham,M432,,2 Pieces,,,,,https://www.chefswarehouse.com/siteassets/pim-images/smoked-cooked-meats-/m432_0.jpg,79154520160,,,https://www.chefswarehouse.com/products/M432/,NORTH COUNTRY SMOKE,,Cheese,,NORTH COUNTRY SMOKEHOUSE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/smoked-cooked-meats-/m432_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Smoked & Cooked Meats"",""sub-category"":""Smoked & Cooked Meats"",""sub-sub-category"":""Smoked & Cooked Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_M432-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 Pieces"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""M432""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_M432-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 Pieces""}}],""businessUnit"":""200001""},{""code"":""JDE_M432-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 Pieces"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""M432""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_M432-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 Pieces""}}],""businessUnit"":""200001""}]}"
"Creminelli Salame Finocchiona is a type of Italian salami that is made with high-quality pork meat, spices, and fennel seeds. It has a distinctive flavor and aroma that is both savory and slightly sweet, with a mild level of spiciness. Creminelli Salame Finocchiona is prepared using traditional Italian methods and is naturally aged for several weeks to develop its unique taste and texture. It is a versatile ingredient that can be enjoyed on its own as a snack, or used as a topping for pizzas, sandwiches, and antipasti platters.",Fennel Finocchiona Salami,10464116,,3 x 2.75 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10464116_0.jpg,8.51E+11,,,https://www.chefswarehouse.com/products/10464116/,CREMINELLI FINE MEAT,,Cheese,,CREMINELLI FINE MEATS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10464116_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10464116-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""3 x 2.75 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10464116""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10464116-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""3 x 2.75 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_10464116-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""3 x 2.75 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10464116""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10464116-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""3 x 2.75 LB Case""}}],""businessUnit"":""200001""}]}"
"With a flavor similar to that of prosciutto, Molinari & Sons Hot Coppa is cured in brine then rubbed with cayenne pepper. This unique taste is best appreciated when paired with fresh fruits and cheese or incorporated into pasta dishes.",Hot Coppa,EIMP1105,,14x2 LB AVG BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/eimp1105_0.jpg,7.63E+11,,,https://www.chefswarehouse.com/products/EIMP1105/,PG MOLINARI,,Cheese,,P.G. MOLINARI & SONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/eimp1105_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_EIMP1105-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""14x2 LB AVG BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""EIMP1105""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_EIMP1105-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""14x2 LB AVG BC""}}],""businessUnit"":""200001""},{""code"":""JDE_EIMP1105-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""14x2 LB AVG BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""EIMP1105""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_EIMP1105-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""14x2 LB AVG BC""}}],""businessUnit"":""200001""}]}"
All pork sausage flavored to perfection with aromatic spices.,Mortadella,MOL86B,,7.5 LB Piece,,,,,https://www.chefswarehouse.com/siteassets/pim-images/smoked-cooked-meats-/mol86b_0.jpg,7.63E+11,,,https://www.chefswarehouse.com/products/MOL86B/,PG MOLINARI,,Cheese,,P.G. MOLINARI & SONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/smoked-cooked-meats-/mol86b_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Smoked & Cooked Meats"",""sub-category"":""Smoked & Cooked Meats"",""sub-sub-category"":""Smoked & Cooked Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_MOL86B-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""7.5 LB Piece"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""MOL86B""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_MOL86B-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""7.5 LB Piece""}}],""businessUnit"":""200001""}]}"
"For over 100 years, Leoncini has been the epitome of Italian artistry, renowned for their exquisite Mortadella. Crafted from pigs born, bred, and processed in Italy, this Optima Mortadella represents the pinnacle of their dedication. Butchers meticulously inspect and prepare the pork, achieving the ideal blend of leg, shoulder, and belly. Slow-cooked in traditional masonry ovens, it boasts a lusciously creamy texture and an impeccably clean pork flavor.",Optima Mortadella With Pistachio,BC600010A,,16 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/smoked-cooked-meats-/bc600010a_0.jpg,2222200xxxxxx,,,https://www.chefswarehouse.com/products/BC600010A/,LEONCINI,,Cheese,,LEONCINI,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/smoked-cooked-meats-/bc600010a_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Smoked & Cooked Meats"",""sub-category"":""Smoked & Cooked Meats"",""sub-sub-category"":""Smoked & Cooked Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_BC600010A-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""16 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC600010A""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC600010A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""16 LB Case""}}],""businessUnit"":""200001""}]}"
