description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"Produced from all-natural ingredients and using no binders or fillers, Aidells Smoked Chicken and Apple Sausage boasts a one-of-a-kind flavor, courtesy of Washington-grown apple morsels and a unique blend of spices.",Apple & Chicken Sausages,M400,,4x3 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/sausage/m400_0.jpg,,,,https://www.chefswarehouse.com/products/M400/,AIDELLS,,,,AIDELLS SAUSAGE,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/sausage/m400_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Sausage"",""sub-category"":""Bacon & Sausage "",""sub-sub-category"":""Sausage"",""supplier_name"":null,""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Sausage"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_M400-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x3 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""M400\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_M400-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x3 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Real Canadian bacon is hard to find, especially cuts as extra lean and moist as ours. Each and every piece is hand trimmed from the tender eye of the pork loin, a succulent portion known for its tenderness. The pork is immersed in our infamous maple brine for days, smoked over traditional applewood fires, and sent to your kitchen ready to carve into thick slices for special occasion eggs benedict.",Smoked Canadian Bacon,M434,,3-4 LB Piece,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/m434_0.jpg,79154520080,,,https://www.chefswarehouse.com/products/M434/,NORTH COUNTRY SMOKE,,,,NORTH COUNTRY SMOKEHOUSE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/m434_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Lamb"",""Level 3 Category"":""Loin"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_M434-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""3-4 LB Piece\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""M434\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_M434-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""PC\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""3-4 LB Piece\""}}],\""businessUnit\"":\""200001\""}]""}"
"Allen Brothers Hot Dogs are a premium, all-beef hot dog made from high-quality, hand-selected cuts of beef. They are seasoned with a blend of spices to give them a rich and savory flavor. These hot dogs are fully cooked, making them ready to eat straight out of the package or can be grilled or boiled for a more intense flavor. Allen Brothers Hot Dogs contain no artificial flavors or preservatives, ensuring that you are getting a high-quality product.  Allen Brothers is known for their high-quality meat products, so you can be sure that these hot dogs are of exceptional quality.",Hot Dogs,75461,,10 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/beef/75461_0.jpg,8.35E+11,,,https://www.chefswarehouse.com/products/75461/,ALLEN BROTHERS,,,,ALLEN BROTHERS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/beef/75461_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Hot Dogs"",""sub-category"":""Hot Dogs"",""sub-sub-category"":""Beef"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Seafood"",""Level 3 Category"":""FinFish"",""Level 4 Category"":""General"",""product_variants"":""[{\""code\"":\""JDE_75461-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""75461\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_75461-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Only available through The Chefs' Warehouse, our Allen Brothers Applewood Smoked Bacon is a canvas for culinary creativity. Whether you're adding it to a gourmet burger, enhancing a classic BLT, or simply seeking to elevate your breakfast menu, this bacon is your ultimate ally in the kitchen. Our Applewood Smoked Bacon boasts a harmonious blend of smoky, savory, and slightly sweet flavors, making it a standout choice for a variety of culinary applications. Our Applewood Smoked Bacon undergoes rigorous quality control measures to ensure that each strip meets the highest standards, preserving the natural smokiness, texture, and flavor that our customers expect.",Applewood Bacon,BC39904,,15 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/bc39904_0.jpg,,,,https://www.chefswarehouse.com/products/BC39904/,ALLEN BROTHERS,,,,DEL MONTE MEATS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/bc39904_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_BC39904-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""15 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""BC39904\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_BC39904-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""15 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Red pepper, cumin, and other Mexican spices are blended with a sweet brandy to balance this sausage's southwestern heat. We traded this recipe years ago with a San Antonio chef who wanted our recipe for smoked duck breast, and have been using it instead of beef in extra-zesty burritos and in spicy breakfast bakes with sharp cheddar, eggs, and potatoes.",Chorizo,M431,,2x5 LB BC,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/m431_0.jpg,79154526111,,,https://www.chefswarehouse.com/products/M431/,NORTH COUNTRY SMOKE,,,,NORTH COUNTRY SMOKEHOUSE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/m431_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Sausage"",""sub-category"":""Sausage"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Chorizo"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_M431-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2x5 LB BC\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""M431\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_M431-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2x5 LB BC\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_M431-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""2x5 LB BC\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""M431\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_M431-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2x5 LB BC\""}}],\""businessUnit\"":\""200001\""}]""}"
"Pork King Hot Italian Sausage is a high-quality, spicy sausage that is perfect for a variety of dishes. It is made with a blend of pork and traditional Italian seasonings such as garlic, fennel and pepper flakes, giving it a bold and spicy flavor. It is perfect for grilling, frying, or baking and can be served as a main dish or as an addition to pasta, pizza, and sandwiches.",Hot Italian Pork Sausages,MS101,,5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/sausage/ms101_0.jpg,7.56E+11,,,https://www.chefswarehouse.com/products/MS101/,PORK KING,,,,PORK KING,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/sausage/ms101_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Sausage"",""sub-category"":""Bacon & Sausage "",""sub-sub-category"":""Sausage"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Sausage"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_MS101-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MS101\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MS101-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""PC\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
Frozen Pork Sausage Patties 2 oz,Pork Sausage Patties,916737,,80 x 2 Oz Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/sausage/916737_0.jpg,1.01E+13,,,https://www.chefswarehouse.com/products/916737/,JIMMY DEAN,,,,HILSHIRE BRANDS,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/sausage/916737_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Sausage"",""sub-category"":""Bacon & Sausage "",""sub-sub-category"":""Sausage"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Sausage"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_916737-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""80 x 2 Oz Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""916737\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_916737-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""80 x 2 Oz Case\""}}],\""businessUnit\"":\""200001\""}]""}"
This Italian Sausage has a slightly sweet and tart flavor resulting from just the right amount of fennel.,Fennel Sausage,929218,,2 x 10 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/sausage/929218_0.jpg,,,,https://www.chefswarehouse.com/products/929218/,HOBBS APPLEWOOD SMOK,,,,HOBB'S APPLEWOOD SMOKED MEATS,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/sausage/929218_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Sausage"",""sub-category"":""Bacon & Sausage "",""sub-sub-category"":""Sausage"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Sausage"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_929218-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2 x 10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""929218\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_929218-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 10 LB Case\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_929218-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""2 x 10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""929218\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_929218-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
1 Oz Pork Breakfast Sausage is a General product from the Thigh part of Poultry.,1 Oz Pork Breakfast Sausage,CMP41756,,2x5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/cmp41756_0.jpg,,,,https://www.chefswarehouse.com/products/CMP41756/,CAMBRIDGE,,,,CAMBRIDGE,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/cmp41756_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Sausage"",""sub-category"":""Sausage"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Sausage"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_CMP41756-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2x5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""CMP41756\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_CMP41756-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2x5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Our Applewood Smoked Bacon boasts a harmonious blend of smoky, savory, and slightly sweet flavors, making it a standout choice for a variety of culinary applications. he bacon is perfectly balanced, offering a delightful crunch with every bite. What sets our Applewood Smoked Bacon apart is its versatility and mouthwatering flavor. Whether you're sizzling it to crispy perfection for a classic breakfast, layering it in a sandwich, or incorporating it into creative recipes, this bacon will bring a burst of savory goodness to your dishes.",18/22 Hardwood Smoked Bacon,923292N,,15 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/923292n_0.jpg,,,,https://www.chefswarehouse.com/products/923292N/,MICHAELS,,,,MICHAEL'S FINER FOODS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/923292n_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_923292N-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""15 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""923292N\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_923292N-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""15 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
Pork Sausage Links 2 oz,Pork Sausage Links,MP121,,15 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/sausage/mp121_0.jpg,79154526220,,,https://www.chefswarehouse.com/products/MP121/,NORTH COUNTRY SMOKE,,,,NORTH COUNTRY SMOKEHOUSE,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/sausage/mp121_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Sausage"",""sub-category"":""Bacon & Sausage "",""sub-sub-category"":""Sausage"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Sausage"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_MP121-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""15 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MP121\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MP121-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""15 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"These Bacon Ends and Pieces are bursting with smoky and sweet flavors for an unforgettable bite that elevates bacon from side dish to superstar. This bacon is cured in rich maple syrup and brown sugar for days before being smoked over burning applewood embers. The result is deliciously earthy bacon that pairs perfectly with a creamy macaroni and cheese or Angus beef sliders. These irregular pieces are great for chowders, pizzas, and hearty stews saving you both time and money!",Bacon Ends and Pieces,M505,,3.5 LB Piece,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/m505_0.jpg,79154520400,,,https://www.chefswarehouse.com/products/M505/,NORTH COUNTRY SMOKE,,,,NORTH COUNTRY SMOKEHOUSE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/m505_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Stew"",""Level 4 Category"":""Veal"",""product_variants"":""[{\""code\"":\""JDE_M505-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""3.5 LB Piece\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""M505\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_M505-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""PC\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""3.5 LB Piece\""}}],\""businessUnit\"":\""200001\""}]""}"
"Hebrew National Hot Dogs are a high-quality, all-beef hot dog made from premium cuts of beef that are carefully selected to ensure the best taste and quality. These hot dogs are seasoned with a blend of spices, giving them a rich and savory flavor. They are fully cooked, making them ready to eat straight out of the package or can be grilled or boiled for a more intense flavor. Hebrew National Hot Dogs are gluten-free and contain no artificial flavors, colors or by-products. They are perfect for a quick and easy lunch or dinner, and can be served in a bun with your favorite toppings such as ketchup, mustard, onions and sauerkraut. They are a classic American favorite and a staple at any barbecue or summer event.",8:1 Beef Franks,C915699,,4 x 40 Count Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/hot-dogs/c915699_0.jpg,7495618443,,,https://www.chefswarehouse.com/products/C915699/,HEBREW NATIONAL,,,,HEBREW NATIONAL,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/hot-dogs/c915699_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Beef"",""sub-category"":""Beef"",""sub-sub-category"":""Hot Dogs"",""supplier_name"":null,""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Exotic Meat"",""Level 3 Category"":""Whole"",""Level 4 Category"":""Veal, Rabbit"",""product_variants"":""[{\""code\"":\""JDE_C915699-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4 x 40 Count Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""C915699\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_C915699-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4 x 40 Count Case\""}}],\""businessUnit\"":\""200001\""}]""}"
